18:49:28 | INFO    | 16_gap_injection | injecting the gap profile of US Embassy Dhaka (OpenAQ 2445+8415): {'n_gaps': 2074, 'total_hours': 14002, 'median_h': 1.0, 'mean_h': 6.751205400192864, 'max_h': 2712, 'pct_single_hour': 63.837994214079075}
18:49:28 | INFO    | 16_gap_injection | test period from 2016-07-24 is protected and never degraded
18:49:28 | INFO    | 16_gap_injection | ==============================================================================
18:49:28 | INFO    | 16_gap_injection | [1/101] cell none_cov1.00_s42
18:49:28 | INFO    | 16_gap_injection |   removed 0 h -> coverage 0.9894, 180 gaps (longest 23 h)
18:49:28 | INFO    | 16_gap_injection | contiguity: 28 runs after 3h ffill, longest 7942 h
18:49:29 | INFO    | 16_gap_injection | h=  1:  34054 valid rows  (rejected: no-run 117, short-history 612, target-past-run-end 25, target-imputed 256)
18:49:29 | INFO    | 16_gap_injection | h=  3:  34005 valid rows  (rejected: no-run 117, short-history 612, target-past-run-end 75, target-imputed 255)
18:49:29 | INFO    | 16_gap_injection | h=  6:  33930 valid rows  (rejected: no-run 117, short-history 612, target-past-run-end 150, target-imputed 255)
18:49:29 | INFO    | 16_gap_injection | h= 12:  33781 valid rows  (rejected: no-run 117, short-history 612, target-past-run-end 300, target-imputed 254)
18:49:29 | INFO    | 16_gap_injection | h= 24:  33481 valid rows  (rejected: no-run 117, short-history 612, target-past-run-end 600, target-imputed 254)
18:49:29 | INFO    | 16_gap_injection | built 90 predictor columns (max backward dependency 24 h)
18:49:29 | INFO    | 16_gap_injection | split: train 2013-02-28 to 2015-12-18, val to 2016-07-24, test to 2017-02-28 (chronological, no shuffling)
18:49:29 | INFO    | 16_gap_injection | h=  1: boundary purge removed 47 rows (34054 -> 34007)
18:49:29 | INFO    | 16_gap_injection | h=  3: boundary purge removed 51 rows (34005 -> 33954)
18:49:29 | INFO    | 16_gap_injection | h=  6: boundary purge removed 57 rows (33930 -> 33873)
18:49:29 | INFO    | 16_gap_injection | h= 12: boundary purge removed 69 rows (33781 -> 33712)
18:49:29 | INFO    | 16_gap_injection | h= 24: boundary purge removed 93 rows (33481 -> 33388)
18:49:29 | INFO    | 16_gap_injection | scaler fitted on 24545 training rows over 90 predictors
18:49:29 | INFO    | 16_gap_injection | wrote F:\BUP\data\interim\beijing\ablation_R48\none_cov1.00_s42\processed\features.parquet (35064 rows, 152 cols)
18:49:29 | INFO    | 16_gap_injection |   usable rows h=24: train 23616, val 4966, test 4806
18:49:29 | INFO    | 16_gap_injection |     persistence      RMSE   96.58  skill +0.0000
18:49:29 | INFO    | 16_gap_injection |     climatology      RMSE   91.59  skill +0.0517
18:49:29 | INFO    | 16_gap_injection |     ridge            RMSE   87.96  skill +0.0893
18:49:33 | INFO    | 16_gap_injection |     random_forest    RMSE   88.55  skill +0.0831
18:49:35 | INFO    | 16_gap_injection |     xgboost          RMSE   85.87  skill +0.1109
18:49:36 | INFO    | 16_gap_injection |     lightgbm         RMSE   87.72  skill +0.0917
18:49:36 | INFO    | 16_gap_injection |     gru_h64_l2: 23616 windows, 93 steps/epoch -> 60 epochs (~5580 optimizer steps)
18:49:37 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42: 40961 params | train 23616 windows, val 4966 | 93 steps/epoch | matrix 2.3 MB on device
18:49:38 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   1/60  train 0.97654  val 0.49941  lr 1.00e-03  1.1s  *
18:49:39 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   2/60  train 0.41055  val 0.45794  lr 2.00e-03  0.5s  *
18:49:39 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   3/60  train 0.39071  val 0.43106  lr 3.00e-03  0.4s  *
18:49:40 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   4/60  train 0.36871  val 0.47189  lr 3.00e-03  0.5s
18:49:40 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   5/60  train 0.35059  val 0.45734  lr 3.00e-03  0.4s
18:49:41 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   6/60  train 0.32480  val 0.50018  lr 2.99e-03  0.5s
18:49:41 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   7/60  train 0.29452  val 0.47134  lr 2.98e-03  0.4s
18:49:42 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   8/60  train 0.26359  val 0.49752  lr 2.96e-03  0.4s
18:49:42 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch   9/60  train 0.23555  val 0.52761  lr 2.94e-03  0.5s
18:49:43 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch  10/60  train 0.21277  val 0.51822  lr 2.92e-03  0.5s
18:49:43 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch  11/60  train 0.18899  val 0.55646  lr 2.89e-03  0.6s
18:49:44 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch  12/60  train 0.17006  val 0.56168  lr 2.86e-03  0.6s
18:49:44 | INFO    | 16_gap_injection | gru_h64_l2_w24_H24_s42 epoch  13/60  train 0.16418  val 0.56432  lr 2.82e-03  0.5s
